ID,Name,Age,Height,Nationality,Position,Agent,N_internacional_games,N_internacional_goals,years_left_in_contrat,Preferred_foot,Team,League,Value
1350,Callum Wilson,30,1.8,Inglaterra,Ponta de Lança,Unique Sports Group,4,1,2,direito,Newcastle United,Premier League,18000000
1351,Chris Wood,30,1.91,Nova Zelândia,Ponta de Lança,N.E.,68,33,2,direito,Newcastle United,Premier League,10000000
1352,Dwight Gayle,32,1.74,Inglaterra,Ponta de Lança,Unique Sports Group,,,2,direito,Newcastle United,Premier League,1500000
1353,José Sá,29,1.92,Portugal,Guarda-Redes,Gestifute,0,0,4,direito,Wolverhampton Wanderers,Premier League,18000000
1354,Matija Sarkic,24,1.95,Montenegro,Guarda-Redes,Unique Sports Group,5,0,1,direito,Wolverhampton Wanderers,Premier League,1800000
1355,Conor Coady,29,1.85,Inglaterra,Defesa Central,N.E.,10,1,3,direito,Wolverhampton Wanderers,Premier League,25000000
1356,Max Kilman,25,1.95,Inglaterra,Defesa Central,N.E.,,,4,esquerdo,Wolverhampton Wanderers,Premier League,16000000
1357,Willy Boly,31,1.95,Costa do Marfim,Defesa Central,Sport Cover,13,1,1,direito,Wolverhampton Wanderers,Premier League,6000000
1358,Yerson Mosquera,21,1.88,Colômbia,Defesa Central,N.E.,0,0,4,direito,Wolverhampton Wanderers,Premier League,3000000
1359,Toti,23,1.87,Portugal,Defesa Central,N.E.,1,0,5,esquerdo,Wolverhampton Wanderers,Premier League,1500000
1360,Rayan Aït-Nouri,21,1.79,França,Lateral Esquerdo,Gestifute,5,0,4,esquerdo,Wolverhampton Wanderers,Premier League,20000000
1361,Jonny Otto,28,1.75,Espanha,Lateral Esquerdo,N.E.,3,0,3,,Wolverhampton Wanderers,Premier League,15000000
1362,Nélson Semedo,28,1.77,Portugal,Lateral Direito,Gestifute,24,0,1,direito,Wolverhampton Wanderers,Premier League,22000000
1363,Rúben Neves,25,1.8,Portugal,Médio Defensivo,Gestifute,30,0,2,direito,Wolverhampton Wanderers,Premier League,40000000
1364,Leander Dendoncker,27,1.88,Bélgica,Médio Defensivo,N.E.,29,1,1,direito,Wolverhampton Wanderers,Premier League,28000000
1365,João Moutinho,35,1.7,Portugal,Médio Centro,Gestifute,145,7,1,,Wolverhampton Wanderers,Premier League,2500000
1366,Bruno Jordão,23,1.8,Portugal,Médio Centro,Gestifute,1,0,2,direito,Wolverhampton Wanderers,Premier League,1600000
1367,Luke Cundle,20,1.74,Inglaterra,Médio Centro,N.E.,,,4,direito,Wolverhampton Wanderers,Premier League,800000
1368,Connor Ronan,24,1.7,Irlanda,Médio Centro,N.E.,0,0,2,direito,Wolverhampton Wanderers,Premier League,750000
1369,Morgan Gibbs-White,22,1.78,Inglaterra,Médio Ofensivo,ICM Stellar Sports,7,1,2,direito,Wolverhampton Wanderers,Premier League,11000000
1370,Pedro Neto,22,1.72,Portugal,Extremo Esquerdo,Gestifute,3,1,5,esquerdo,Wolverhampton Wanderers,Premier League,32000000
1371,Chiquinho,22,1.8,Portugal,Extremo Esquerdo,N.E.,1,0,4,direito,Wolverhampton Wanderers,Premier League,3000000
1372,Daniel Podence,26,1.65,Portugal,Extremo Direito,Gestifute,1,0,2,direito,Wolverhampton Wanderers,Premier League,20000000
1373,Adama Traoré,26,1.78,Espanha,Extremo Direito,Gestifute,8,0,1,direito,Wolverhampton Wanderers,Premier League,20000000
1374,Raúl Jiménez,31,1.88,México,Ponta de Lança,N.E.,93,29,2,direito,Wolverhampton Wanderers,Premier League,18000000
1375,Hee-chan Hwang,26,1.77,Coreia do Sul,Ponta de Lança,N.E.,47,8,0,direito,Wolverhampton Wanderers,Premier League,16000000
1376,Fábio Silva,19,1.85,Portugal,Ponta de Lança,N.E.,8,6,3,direito,Wolverhampton Wanderers,Premier League,15000000
1377,Patrick Cutrone,24,1.83,Itália,Ponta de Lança,P&P Sport ...,1,0,1,direito,Wolverhampton Wanderers,Premier League,3500000
1378,Léo Bonatini,28,1.85,Brasil,Ponta de Lança,TFM Agency,12,5,1,direito,Wolverhampton Wanderers,Premier League,500000
1379,Renat Dadashov,23,1.86,Azerbaijão,Ponta de Lança,N.E.,16,0,1,direito,Wolverhampton Wanderers,Premier League,350000
1380,Illan Meslier,22,1.97,França,Guarda-Redes,N.E.,9,0,4,esquerdo,Leeds United FC,Premier League,20000000
1381,Kristoffer Klaesson,21,1.89,Noruega,Guarda-Redes,N.E.,14,0,3,esquerdo,Leeds United FC,Premier League,2000000
1382,Kiko Casilla,35,1.9,Espanha,Guarda-Redes,N.E.,1,0,1,direito,Leeds United FC,Premier League,700000
1383,Diego Llorente,28,1.86,Espanha,Defesa Central,Gelu Rodríguez,10,0,2,direito,Leeds United FC,Premier League,18000000
1384,Robin Koch,25,1.91,Alemanha,Defesa Central,11WINS,8,0,2,direito,Leeds United FC,Premier League,16000000
1385,Pascal Struijk,22,1.9,Holanda,Defesa Central,N.E.,3,0,2,esquerdo,Leeds United FC,Premier League,15000000
1386,Liam Cooper,30,1.86,Escócia,Defesa Central,N.E.,14,0,2,esquerdo,Leeds United FC,Premier League,7000000
1387,Junior Firpo,25,1.84,República Dominicana,Lateral Esquerdo,N.E.,0,0,3,esquerdo,Leeds United FC,Premier League,12000000
1388,Leif Davis,22,1.8,Inglaterra,Lateral Esquerdo,N.E.,,,1,esquerdo,Leeds United FC,Premier League,800000
1389,Leo Fuhr Hjelde,18,1.88,Noruega,Lateral Esquerdo,N.E.,4,0,3,esquerdo,Leeds United FC,Premier League,800000
1390,Rasmus Kristensen,24,1.87,Dinamarca,Lateral Direito,N.E.,8,0,5,direito,Leeds United FC,Premier League,15000000
1391,Luke Ayling,30,1.83,Inglaterra,Lateral Direito,ICM Stellar Sports,,,1,direito,Leeds United FC,Premier League,4000000
1392,Stuart Dallas,31,1.83,Irlanda do Norte,Lateral Direito,N.E.,56,3,2,,Leeds United FC,Premier League,4000000
1393,Cody Drameh,20,1.75,Inglaterra,Lateral Direito,N.E.,1,0,2,direito,Leeds United FC,Premier League,3000000
1394,Tyler Adams,23,1.75,Estados Unidos,Médio Defensivo,YMU Group,19,1,5,direito,Leeds United FC,Premier League,17000000
1395,Marc Roca,25,1.84,Espanha,Médio Defensivo,Promoesport,7,2,4,esquerdo,Leeds United FC,Premier League,7000000
1396,Mateusz Klich,32,1.83,Polónia,Médio Centro,SEG,40,2,2,direito,Leeds United FC,Premier League,3000000
1397,Jamie Shackleton,22,1.68,Inglaterra,Médio Centro,N.E.,3,0,2,direito,Leeds United FC,Premier League,2500000
1398,Adam Forshaw,30,1.75,Inglaterra,Médio Centro,N.E.,,,1,direito,Leeds United FC,Premier League,2000000
1399,Darko Gyabi,18,,Inglaterra,Médio Centro,N.E.,2,0,4,direito,Leeds United FC,Premier League,0
1400,Brenden Aaronson,21,1.78,Estados Unidos,Médio Ofensivo,N.E.,21,6,5,direito,Leeds United FC,Premier League,25000000
1401,Mateusz Bogusz,20,1.75,Polónia,Médio Ofensivo,ICM Stellar Sports,18,4,1,direito,Leeds United FC,Premier League,1500000
1402,Luis Sinisterra,23,1.72,Colômbia,Extremo Esquerdo,N.E.,5,0,5,direito,Leeds United FC,Premier League,25000000
1403,Daniel James,24,1.7,País de Gales,Extremo Esquerdo,ICM Stellar Sports,34,5,4,direito,Leeds United FC,Premier League,18000000
1404,Jack Harrison,25,1.75,Inglaterra,Extremo Esquerdo,N.E.,2,0,2,esquerdo,Leeds United FC,Premier League,18000000
1405,Raphinha,25,1.76,Brasil,Extremo Direito,D20 Sports,9,3,2,esquerdo,Leeds United FC,Premier League,45000000
1406,Hélder Costa,28,1.79,Angola,Extremo Direito,Gestifute,6,1,2,esquerdo,Leeds United FC,Premier League,5000000
1407,Ian Poveda,22,1.67,Inglaterra,Extremo Direito,N.E.,4,3,2,esquerdo,Leeds United FC,Premier League,2000000
1408,Crysencio Summerville,20,1.74,Holanda,Extremo Direito,N.E.,3,1,1,direito,Leeds United FC,Premier League,2000000
1409,Rodrigo,31,1.82,Espanha,Segundo Avançado,N.E.,27,8,2,esquerdo,Leeds United FC,Premier League,12000000
1410,Patrick Bamford,28,1.85,Inglaterra,Ponta de Lança,ICM Stellar Sports,1,0,4,esquerdo,Leeds United FC,Premier League,16000000
1411,Joe Gelhardt,20,1.79,Inglaterra,Ponta de Lança,N.E.,0,0,2,esquerdo,Leeds United FC,Premier League,6000000
1412,Sam Greenwood,20,1.8,Inglaterra,Ponta de Lança,N.E.,4,0,1,direito,Leeds United FC,Premier League,2500000
1413,Robert Sánchez,24,1.97,Espanha,Guarda-Redes,ICM Stellar Sports,1,0,3,direito,Brighton Albion,Premier League,16000000
1414,Kjell Scherpen,22,2.04,Holanda,Guarda-Redes,N.E.,0,0,2,direito,Brighton Albion,Premier League,2200000
1415,Jason Steele,31,1.88,Inglaterra,Guarda-Redes,N.E.,7,0,1,direito,Brighton Albion,Premier League,600000
1416,Lewis Dunk,30,1.92,Inglaterra,Defesa Central,ICM Stellar Sports,1,0,3,direito,Brighton Albion,Premier League,20000000
1417,Adam Webster,27,1.9,Inglaterra,Defesa Central,YMU Group,5,0,4,direito,Brighton Albion,Premier League,17000000
1418,Leo Östigard,22,1.84,Noruega,Defesa Central,N.E.,5,0,,direito,Brighton Albion,Premier League,5000000
1419,Jan Paul van Hecke,22,1.89,Holanda,Defesa Central,N.E.,1,0,1,direito,Brighton Albion,Premier League,5000000
1420,Shane Duffy,30,1.93,Irlanda,Defesa Central,N.E.,55,7,1,,Brighton Albion,Premier League,5000000
1421,Matt Clarke,25,1.85,Inglaterra,Defesa Central,N.E.,,,1,esquerdo,Brighton Albion,Premier League,3000000
1422,Haydon Roberts,20,1.82,Inglaterra,Defesa Central,Unique Sports Group,0,0,1,esquerdo,Brighton Albion,Premier League,500000
1423,Marc Cucurella,23,1.75,Espanha,Lateral Esquerdo,N.E.,1,0,4,esquerdo,Brighton Albion,Premier League,28000000
1424,Tariq Lamptey,21,1.63,Gana,Lateral Direito,N.E.,2,0,3,direito,Brighton Albion,Premier League,18000000
1425,Joël Veltman,30,1.84,Holanda,Lateral Direito,N.E.,28,2,1,direito,Brighton Albion,Premier League,10000000
1426,Michal Karbownik,21,1.75,Polónia,Lateral Direito,N.E.,8,0,2,direito,Brighton Albion,Premier League,2500000
1427,Enock Mwepu,24,1.84,Zâmbia,Médio Centro,N.E.,24,6,3,direito,Brighton Albion,Premier League,18000000
1428,Jakub Moder,23,1.91,Polónia,Médio Centro,N.E.,20,2,3,direito,Brighton Albion,Premier League,12000000
1429,Kacper Kozlowski,18,1.82,Polónia,Médio Centro,N.E.,6,2,4,direito,Brighton Albion,Premier League,8000000
1430,Pascal Groß,31,1.81,Alemanha,Médio Centro,N.E.,4,0,2,direito,Brighton Albion,Premier League,6000000
1431,Moisés Caicedo,20,1.78,Equador,Médio Centro,N.E.,23,2,3,direito,Brighton Albion,Premier League,6000000
1432,Steven Alzate,23,1.8,Colômbia,Médio Centro,N.E.,6,0,2,direito,Brighton Albion,Premier League,5000000
1433,Solly March,27,1.8,Inglaterra,Médio Esquerdo,N.E.,3,1,2,esquerdo,Brighton Albion,Premier League,9000000
1434,Alexis Mac Allister,23,1.74,Argentina,Médio Ofensivo,N.E.,5,0,1,direito,Brighton Albion,Premier League,16000000
1435,Jeremy Sarmiento,20,1.83,Equador,Médio Ofensivo,N.E.,8,0,4,direito,Brighton Albion,Premier League,3000000
1436,Adam Lallana,34,1.72,Inglaterra,Médio Ofensivo,ICM Stellar Sports,34,3,1,,Brighton Albion,Premier League,2000000
1437,Taylor Richards,21,1.8,Inglaterra,Médio Ofensivo,Unique Sports Group,3,0,2,esquerdo,Brighton Albion,Premier League,400000
1438,Leandro Trossard,27,1.72,Bélgica,Extremo Esquerdo,N.E.,19,5,1,direito,Brighton Albion,Premier League,20000000
1439,Kaoru Mitoma,25,1.78,Japão,Extremo Esquerdo,N.E.,7,4,3,direito,Brighton Albion,Premier League,2500000
1440,Abdallah Sima,21,1.88,Senegal,Extremo Direito,N.E.,2,0,3,direito,Brighton Albion,Premier League,8000000
1441,Julio Enciso,18,1.73,Paraguai,Segundo Avançado,Pedro Aldave,5,0,4,direito,Brighton Albion,Premier League,11000000
1442,Neal Maupay,25,1.73,França,Ponta de Lança,P&P Sport ...,2,1,1,direito,Brighton Albion,Premier League,18000000
1443,Deniz Undav,25,1.78,Turquia,Ponta de Lança,N.E.,,,4,direito,Brighton Albion,Premier League,8000000
1444,Aaron Connolly,22,1.75,Irlanda,Ponta de Lança,N.E.,8,0,2,direito,Brighton Albion,Premier League,6000000
1445,Danny Welbeck,31,1.85,Inglaterra,Ponta de Lança,N.E.,42,16,0,direito,Brighton Albion,Premier League,4000000
1446,Andi Zeqiri,23,1.85,Suiça,Ponta de Lança,Gold Kick SA,7,0,2,esquerdo,Brighton Albion,Premier League,2300000
1447,Florin Andone,29,1.8,Roménia,Ponta de Lança,N.E.,25,2,1,,Brighton Albion,Premier League,1000000
1448,Evan Ferguson,17,1.83,Irlanda,Ponta de Lança,,2,0,,,Brighton Albion,Premier League,600000
1449,Gavin Bazunu,20,1.89,Irlanda,Guarda-Redes,N.E.,10,0,5,direito,FC Southampton,Premier League,5000000
1450,Alex McCarthy,32,1.93,Inglaterra,Guarda-Redes,N.E.,1,0,3,direito,FC Southampton,Premier League,3000000
1451,Mateusz Lis,25,1.92,Polónia,Guarda-Redes,N.E.,0,0,5,direito,FC Southampton,Premier League,900000
1452,Willy Caballero,40,1.86,Argentina,Guarda-Redes,N.E.,5,0,1,direito,FC Southampton,Premier League,250000
1453,Jan Bednarek,26,1.89,Polónia,Defesa Central,N.E.,42,1,3,direito,FC Southampton,Premier League,22000000
1454,Mohammed Salisu,23,1.91,Gana,Defesa Central,N.E.,,,2,esquerdo,FC Southampton,Premier League,18000000
1455,Armel Bella-Kotchap,20,1.9,Alemanha,Defesa Central,N.E.,9,0,4,direito,FC Southampton,Premier League,10000000
1456,Jack Stephens,28,1.85,Inglaterra,Defesa Central,ICM Stellar Sports,8,1,0,direito,FC Southampton,Premier League,7000000
1457,Lyanco,25,1.87,Brasil,Defesa Central,N.E.,10,0,3,direito,FC Southampton,Premier League,5000000
1458,Romain Perraud,24,1.73,França,Lateral Esquerdo,N.E.,0,0,3,esquerdo,FC Southampton,Premier League,8000000
1459,Tino Livramento,19,1.73,Inglaterra,Lateral Direito,N.E.,5,0,4,direito,FC Southampton,Premier League,25000000
1460,Kyle Walker-Peters,25,1.73,Inglaterra,Lateral Direito,N.E.,2,0,3,direito,FC Southampton,Premier League,22000000
1461,Yan Valery,23,1.8,França,Lateral Direito,N.E.,1,0,1,direito,FC Southampton,Premier League,2500000
1462,Ibrahima Diallo,23,1.79,França,Médio Defensivo,Classico,4,0,2,direito,FC Southampton,Premier League,10000000
1463,Oriol Romeu,30,1.83,Espanha,Médio Defensivo,N.E.,5,0,1,direito,FC Southampton,Premier League,5000000
1464,Roméo Lavia,18,1.81,Bélgica,Médio Defensivo,N.E.,1,0,5,direito,FC Southampton,Premier League,2000000
1465,James Ward-Prowse,27,1.77,Inglaterra,Médio Centro,ICM Stellar Sports,11,2,4,direito,FC Southampton,Premier League,32000000
1466,Stuart Armstrong,30,1.83,Escócia,Médio Centro,N.E.,36,2,2,direito,FC Southampton,Premier League,6000000
1467,Will Smallbone,22,1.83,Irlanda,Médio Centro,SEG,3,0,2,direito,FC Southampton,Premier League,2000000
1468,Nathan Redmond,28,1.73,Inglaterra,Extremo Esquerdo,ARETÉ,1,0,1,direito,FC Southampton,Premier League,18000000
1469,Mohamed Elyounoussi,27,1.78,Noruega,Extremo Esquerdo,N.E.,45,9,1,direito,FC Southampton,Premier League,12000000
1470,Moussa Djenepo,24,1.77,Mali,Extremo Esquerdo,N.E.,29,3,1,direito,FC Southampton,Premier League,10000000
1471,Nathan Tella,23,1.73,Inglaterra,Extremo Direito,ICM Stellar Sports,,,3,direito,FC Southampton,Premier League,1800000
1472,Theo Walcott,33,1.75,Inglaterra,Extremo Direito,N.E.,47,8,1,,FC Southampton,Premier League,1800000
1473,Ché Adams,25,1.79,Escócia,Ponta de Lança,Unique Sports Group,19,6,2,direito,FC Southampton,Premier League,18000000
1474,Adam Armstrong,25,1.73,Inglaterra,Ponta de Lança,ICM Stellar Sports,5,1,3,direito,FC Southampton,Premier League,15000000
1475,Sam Johnstone,29,1.93,Inglaterra,Guarda-Redes,Unique Sports Group,3,0,4,direito,Crystal Palace FC,Premier League,12000000
1476,Jack Butland,29,1.96,Inglaterra,Guarda-Redes,N.E.,9,0,1,direito,Crystal Palace FC,Premier League,1800000
1477,Vicente Guaita,35,1.9,Espanha,Guarda-Redes,N.E.,,,1,direito,Crystal Palace FC,Premier League,1500000
1478,Remi Matthews,28,1.92,Inglaterra,Guarda-Redes,N.E.,,,1,direito,Crystal Palace FC,Premier League,300000
1479,Marc Guéhi,21,1.82,Inglaterra,Defesa Central,Unique Sports Group,3,0,4,direito,Crystal Palace FC,Premier League,32000000
1480,Joachim Andersen,26,1.92,Dinamarca,Defesa Central,ICM Stellar Sports,17,0,4,direito,Crystal Palace FC,Premier League,25000000
1481,Nathan Ferguson,21,1.84,Inglaterra,Defesa Central,N.E.,4,0,1,direito,Crystal Palace FC,Premier League,2500000
1482,James Tomkins,33,1.92,Inglaterra,Defesa Central,N.E.,10,0,1,direito,Crystal Palace FC,Premier League,1500000
1483,Tyrick Mitchell,22,1.75,Inglaterra,Lateral Esquerdo,Unique Sports Group,2,0,3,esquerdo,Crystal Palace FC,Premier League,25000000
1484,Joel Ward,32,1.86,Inglaterra,Lateral Direito,N.E.,,,1,direito,Crystal Palace FC,Premier League,2000000
1485,Nathaniel Clyne,31,1.75,Inglaterra,Lateral Direito,N.E.,14,0,1,,Crystal Palace FC,Premier League,2000000
1486,Jairo Riedewald,25,1.82,Holanda,Médio Defensivo,SEG,3,0,2,esquerdo,Crystal Palace FC,Premier League,5000000
1487,Luka Milivojevic,31,1.86,Sérvia,Médio Defensivo,N.E.,39,1,1,direito,Crystal Palace FC,Premier League,4000000
1488,Cheikhou Kouyaté,32,1.89,Senegal,Médio Defensivo,Ediz Balkan,82,4,0,direito,Crystal Palace FC,Premier League,4000000
1489,Will Hughes,27,1.85,Inglaterra,Médio Centro,N.E.,23,2,2,esquerdo,Crystal Palace FC,Premier League,6000000
1490,James McArthur,34,1.78,Escócia,Médio Centro,N.E.,32,4,1,,Crystal Palace FC,Premier League,1200000
1491,Michael Olise,20,1.84,França,Médio Direito,N.E.,1,0,4,esquerdo,Crystal Palace FC,Premier League,22000000
1492,Jeffrey Schlupp,29,1.78,Gana,Médio Esquerdo,Unique Sports Group,20,1,1,esquerdo,Crystal Palace FC,Premier League,8000000
1493,Eberechi Eze,24,1.78,Inglaterra,Médio Ofensivo,N.E.,8,1,3,direito,Crystal Palace FC,Premier League,22000000
1494,Wilfried Zaha,29,1.8,Costa do Marfim,Extremo Esquerdo,N.E.,28,5,1,direito,Crystal Palace FC,Premier League,38000000
1495,Malcolm Ebiowei,18,1.85,Inglaterra,Extremo Direito,N.E.,1,0,5,esquerdo,Crystal Palace FC,Premier League,1000000
1496,Odsonne Edouard,24,1.87,França,Ponta de Lança,ICM Stellar Sports,14,17,3,direito,Crystal Palace FC,Premier League,17000000
1497,Jean-Philippe Mateta,25,1.92,França,Ponta de Lança,N.E.,11,3,4,direito,Crystal Palace FC,Premier League,10000000
1498,Jordan Ayew,30,1.82,Gana,Ponta de Lança,N.E.,79,18,1,direito,Crystal Palace FC,Premier League,6000000
1499,Christian Benteke,31,1.9,Bélgica,Ponta de Lança,N.E.,45,18,1,,Crystal Palace FC,Premier League,6000000
1500,Luke Plange,19,1.78,Inglaterra,Ponta de Lança,N.E.,0,0,3,esquerdo,Crystal Palace FC,Premier League,800000
1501,David Raya,26,1.83,Espanha,Guarda-Redes,N.E.,1,0,2,direito,Brentford FC,Premier League,22000000
1502,Ellery Balcombe,22,1.9,Inglaterra,Guarda-Redes,N.E.,0,0,3,direito,Brentford FC,Premier League,300000
1503,Kristoffer Ajer,24,1.98,Noruega,Defesa Central,SEG,26,0,4,direito,Brentford FC,Premier League,18000000
1504,Ethan Pinnock,29,1.94,Jamaica,Defesa Central,N.E.,5,0,3,esquerdo,Brentford FC,Premier League,12000000
1505,Pontus Jansson,31,1.96,Suécia,Defesa Central,N.E.,27,0,1,,Brentford FC,Premier League,7000000
1506,Mads Bech Sörensen,23,1.93,Dinamarca,Defesa Central,N.E.,0,0,1,esquerdo,Brentford FC,Premier League,5000000
1507,Charlie Goode,26,1.96,Inglaterra,Defesa Central,N.E.,1,0,2,direito,Brentford FC,Premier League,900000
1508,Luka Racic,23,1.87,Dinamarca,Defesa Central,N.E.,1,0,1,direito,Brentford FC,Premier League,250000
1509,Rico Henry,25,1.7,Inglaterra,Lateral Esquerdo,YMU Group,3,0,4,esquerdo,Brentford FC,Premier League,20000000
1510,Dominic Thompson,21,1.83,Inglaterra,Lateral Esquerdo,ICM Stellar Sports,,,1,esquerdo,Brentford FC,Premier League,800000
1511,Mads Roerslev Rasmussen,23,1.84,Dinamarca,Lateral Direito,N.E.,7,0,2,direito,Brentford FC,Premier League,2500000
1512,Fin Stevens,19,1.79,País de Gales,Lateral Direito,N.E.,9,0,5,direito,Brentford FC,Premier League,400000
1513,Christian Nörgaard,28,1.87,Dinamarca,Médio Defensivo,N.E.,17,1,3,direito,Brentford FC,Premier League,14000000
1514,Vitaly Janelt,24,1.84,Alemanha,Médio Defensivo,N.E.,10,0,4,esquerdo,Brentford FC,Premier League,14000000
1515,Josh Dasilva,23,1.84,Inglaterra,Médio Defensivo,N.E.,4,1,2,esquerdo,Brentford FC,Premier League,10000000
1516,Mathias Jensen,26,1.8,Dinamarca,Médio Centro,N.E.,19,1,1,direito,Brentford FC,Premier League,10000000
1517,Frank Onyeka,24,1.83,Nigéria,Médio Centro,N.E.,7,0,4,direito,Brentford FC,Premier League,9000000
1518,Shandon Baptiste,24,1.8,Granada,Médio Centro,N.E.,3,1,2,direito,Brentford FC,Premier League,3000000
1519,Saman Ghoddos,28,1.77,Irão,Médio Ofensivo,N.E.,31,2,1,direito,Brentford FC,Premier League,2500000
1520,Yoane Wissa,25,1.8,RD do Congo,Extremo Esquerdo,N.E.,6,2,3,direito,Brentford FC,Premier League,12000000
1521,Tariqe Fosu,26,1.8,Gana,Extremo Esquerdo,N.E.,4,1,1,direito,Brentford FC,Premier League,2000000
1522,Bryan Mbeumo,22,1.71,França,Extremo Direito,N.E.,7,1,4,esquerdo,Brentford FC,Premier League,22000000
1523,Sergi Canós,25,1.77,Espanha,Extremo Direito,Gelu Rodríguez,4,0,1,direito,Brentford FC,Premier League,14000000
1524,Joel Valencia,27,1.64,Equador,Extremo Direito,N.E.,12,0,1,direito,Brentford FC,Premier League,400000
1525,Ivan Toney,26,1.85,Inglaterra,Ponta de Lança,N.E.,,,3,direito,Brentford FC,Premier League,35000000
1526,Marcus Forss,23,1.82,Finlândia,Ponta de Lança,N.E.,14,2,4,direito,Brentford FC,Premier League,4000000
1527,Halil Dervisoglu,22,1.83,Turquia,Ponta de Lança,N.E.,13,6,2,direito,Brentford FC,Premier League,3000000
1528,Marek Rodak,25,1.94,Eslováquia,Guarda-Redes,N.E.,11,0,2,direito,FC Fulham,Premier League,5000000
1529,Paulo Gazzaniga,30,1.96,Argentina,Guarda-Redes,N.E.,1,0,1,direito,FC Fulham,Premier League,2000000
1530,Tosin Adarabioyo,24,1.96,Inglaterra,Defesa Central,N.E.,1,0,1,direito,FC Fulham,Premier League,15000000
